C_Random,Season,Tournament,Round order,Rd,N/JV,Resolution,C_Tag_Check,Randomize,End Date,Gov ballots,Gov wins,Note,Opp ballots,Opp wins,Start Date,Topic Committee,Region,Unnamed: 18,Analy HS,Ashland HS,Bakersfield State College,Bellarmine CP,Benicia HS,Berkeley HS,Berkeley HS (online),BHSEC Queens,Bishop O'Dowd HS,Bloomsburg U,Brooklyn Tech HS,Cajon HS,California Lutheran U,Campolindo HS,Campolindo HS (online),Canyon Crest Academy,Carlsbad HS,CFL (online),CHSSA (online),City College of SF,CK McClatchy HS,Clackamas HS,Claremont HS,Claremont HS (online),Claremont McKenna College,Clovis North HS,Columbia U,Columbia U (online),CSU Fullerton,CSU Long Beach,CSU Long Beach (online),Culver City,Culver City HS,Cupertino HS,Cypress College,Dalton School,De Anza College,De Toledo HS (online),Diablo Valley College,Dougherty Valley HS,El Cerrito HS,Enochs HS,Evergreen Valley HS,Evergreen Valley HS (online),Friends Seminary,GGSA (online),Gunn HS,Harker School,Harvard U (online),Head Royce School,Head-Royce School,Horace Mann School,Hunter College HS,Irvington HS,Irvington HS (online),Irvington HS / Bentley School,James Logan HS,La Costa Canyon HS,La Reina HS,La Reina HS (online),Leland HS,Leland HS / Bret Harte MS,Lewis & Clark College,Linfield U,Los Altos HS,Los Gatos HS,Los Osos HS,Lowell HS,Loyola HS,Lynbrook HS,Marshfield HS,McMinnville HS,Menlo-Atherton HS,Milpitas HS,Milpitas HS (online),Mira Loma HS,Miramonte HS,Monta Vista HS,Monte Vista HS,Mountain House HS,Mountain View HS,MVLA (online),N/A,NCPDL (online),New Roads School,Northgate HS,Notre Dame HS,Notre Dame HS (online),NPDL (online),Nueva School,Nueva School (online),NYPDL (online),Oak Ridge HS,online,Oregon City HS,Pacific U,Palo Alto HS,Peninsula HS,Peninsula HS (online),Pepperdine U,PHSSL (online),Ponderosa HS,Presentation HS,Prospect HS,Prospect HS (online),Reynolds HS,Ridge HS,Ridge HS (online),Rye County Day School,San Ramon HS,San Ramon Valley HS,Sandy HS,Santa Clara U,Santa Rosa HS,Santa Rosa JC,Schurr HS,SDSU,Silverton HS,Sonoma Academy,Sprague HS,St Pius X HS (MO),St. Francis HS,St. Mary's School,Stanford U,Stuyvesant HS,Summit HS,SVUDL (online),Taft HS,Tillamook HS,Trinity School,U of Oregon,U of Oregon (online),U of the Pacific,UC Berkeley,UC Berkeley (online),UC Los Angeles (online),UPenn,Valencia HS,Vassar College,Vassar College (online),Vista Murrieta HS,Washington HS,Washington HS (online),Westmont HS,Westview HS,Whitman College (WA),Wilcox HS,Willamette U,Wilson HS,Wilson HS (online),Windsor HS,Yale U,Yale U (online),Yuba City HS,classification,classification_confidence
1,2018-19,Dempsey Cronin 2018-19,17.0,DB.c,.,The World Health Organization should significantly increase its involvement in Papua New Guinea to combat recent epidemics.,True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Dempsey Cronin 2018-19,18.0,.,D.a,The United Nations should deploy peacekeeping troops to Yemen.,True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Dempsey Cronin 2018-19,19.0,.,D.b,"Sweden should significantly increase its involvement in the One Belt, One Road initiative.",True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Dempsey Cronin 2018-19,20.0,.,D.c,The European Union should admit Ukraine as a full member state.,True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Dempsey Cronin 2018-19,21.0,O.a,.,The United States federal government should land a space rover on Venus by 2030.,True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Dempsey Cronin 2018-19,22.0,O.b,.,India should conduct a manned moon landing mission by 2035.,True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Dempsey Cronin 2018-19,23.0,O.c,.,The United States federal government should significantly increase its investment in anti-satellite weaponry.,True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Dempsey Cronin 2018-19,24.0,.,O.a,The United States federal government should commit to an indefinite continued involvement in the International Space Station.,True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Dempsey Cronin 2018-19,25.0,.,O.b,The United States federal government should significantly expand programs to remove space debris.,True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Dempsey Cronin 2018-19,26.0,.,O.c,China should build a habitable moon colony by 2030.,True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Dempsey Cronin 2018-19,27.0,Q.a,Q.a,The US Senate should re-establish a 60-vote cloture threshold for judicial and executive branch nominees.,True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Dempsey Cronin 2018-19,28.0,Q.b,Q.b,United States federal government should grant amnesty to all undocumented immigrants currently residing in the United States.,True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Dempsey Cronin 2018-19,29.0,Q.c,Q.c,United States federal government should make voting compulsory.,True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Dempsey Cronin 2018-19,30.0,S.a,S.a,The United States federal government should dissolve the Federal Emergency Management Agency.,True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Dempsey Cronin 2018-19,31.0,S.b,S.b,US Congress should pass legislation requiring the tax returns of all federal public officials to be made public upon request.,True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Dempsey Cronin 2018-19,32.0,S.c,S.c,The United States federal government should pass legislation clarifying the standard of evidence under Title IX to be preponderance of evidence.,True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Dempsey Cronin 2018-19,33.0,F.a,F.a,The United States federal government should amend the Genetic Information Nondiscrimination Act to disallow employee wellness programs from offering medical insurance discounts to employees who submit their genetic information.,True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Dempsey Cronin 2018-19,34.0,F.b,F.b,The People’s Republic of China should issue a moratorium on human genome editing.,True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Dempsey Cronin 2018-19,35.0,F.c,F.c,The Food and Drug Administration should increase oversight of lab developed tests to be comparable to that of medical devices.,True,No,12/16/2018,,,,,,12/14/2018,"Mariel Cruz, Jeff Ramdass, Sarah Sherwood, Julie Herman, Peter Perez-Hernandez, Steven Herman, Sam Burns, Jia Seow, Javin Pombra, Lilly Hackworth, Ming Qian",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,Fox 2018-19,1.0,S.a,.,"When in conflict, student's First Amendment rights may be limited to protect other students from abuse.",True,No,11/10/2018,,,,,,11/10/2018,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,low
1,2018-19,Fullerton 2018-19,1.0,F.a,.,This house supports Korean unification.,True,No,10/13/2018,,,debated,,,10/12/2018,,SoCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,medium
1,2018-19,Fullerton 2018-19,2.0,.,F.a,The USFG should recognize Palestine as a state.,True,No,10/13/2018,,,debated,,,10/12/2018,,SoCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,GGSA 1 2018-19,1.0,1A,.,President Trump’s proposed tariffs against China will do more harm to the United States than China.,True,No,9/15/2018,,,,,,9/15/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,low
1,2018-19,GGSA 1 2018-19,2.0,1B,.,President Trump will withdraw the United States from the World Trade Organization.,True,No,9/15/2018,,,,,,9/15/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,low
1,2018-19,GGSA 1 2018-19,3.0,2A,.,Cory Booker’s release of “committee classified” correspondence from Brett Kavanaugh was justified.,True,No,9/15/2018,,,,,,9/15/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,high
1,2018-19,GGSA 1 2018-19,4.0,2B,.,Mike Pence casting a tie breaking vote to confirm Brett Kavanaugh would be unjust.,True,No,9/15/2018,,,,,,9/15/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,medium
1,2018-19,GGSA 1 2018-19,5.0,3A,.,The United States Federal Government should mandate that all prisoners must be paid the prevailing wage for their labor.,True,No,9/15/2018,,,,,,9/15/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,GGSA 1 2018-19,6.0,3B,.,The United States Federal Government should grant all felons who have completed their sentences the right to vote.,True,No,9/15/2018,,,,,,9/15/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,GGSA 1 2018-19,7.0,.,1A,Colin Kaepernick will be good for Nike’s bottom line.,True,No,9/15/2018,,,,,,9/15/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,low
1,2018-19,GGSA 1 2018-19,8.0,.,1B,Tesla will part ways with Elon Musk.,True,No,9/15/2018,,,,,,9/15/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,low
1,2018-19,GGSA 1 2018-19,9.0,.,2A,The makers of OxyContin profiting from drugs to treat opioid addiction is unjust.,True,No,9/15/2018,,,,,,9/15/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,high
1,2018-19,GGSA 1 2018-19,10.0,.,2B,Alex Jones’s bans from social media platforms were unjustified.,True,No,9/15/2018,,,,,,9/15/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,high
1,2018-19,GGSA 1 2018-19,11.0,.,3A,The United Kingdom should call a second Brexit referendum.,True,No,9/15/2018,,,,,,9/15/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,GGSA 1 2018-19,12.0,.,3B,The European Union should accept the United Kingdom’s Brexit proposal.,True,No,9/15/2018,,,,,,9/15/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,GGSA 2 2018-19,1.0,1A,.,Fake news can effectively be addressed as an election issue.,True,No,11/3/2018,,,,,,11/3/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,low
1,2018-19,GGSA 2 2018-19,2.0,1B,.,The tendency of midterm voters to favor the party that does not control the White House does more harm than good.,True,No,11/3/2018,,,,,,11/3/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,high
1,2018-19,GGSA 2 2018-19,3.0,2B,.,Voting for a third party candidates is wrong.,True,No,11/3/2018,,,,,,11/3/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,medium
1,2018-19,GGSA 2 2018-19,4.0,2A,.,American citizens have a moral duty to vote.,True,No,11/3/2018,,,,,,11/3/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,low
1,2018-19,GGSA 2 2018-19,5.0,3A,.,The Democratic Party should nominate Kamala Harris for President in 2020.,True,No,11/3/2018,,,,,,11/3/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,GGSA 2 2018-19,6.0,3B,.,The vice president of the United States should be directly elected.,True,No,11/3/2018,,,,,,11/3/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2018-19,GGSA 2 2018-19,7.0,.,1A,Electronic voting machines do more harm than good.,True,No,11/3/2018,,,,,,11/3/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,high
1,2018-19,GGSA 2 2018-19,8.0,.,1B,Political ads on television do more harm than good.,True,No,11/3/2018,,,,,,11/3/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,high
1,2018-19,GGSA 2 2018-19,9.0,.,2A,"When in conflict, access to the ballot should be valued over security of the ballot.",True,No,11/3/2018,,,,,,11/3/2018,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
